geohash,hour,day_of_week,demand
qp03nz,22,6,0.14755493845082465
qp03nz,23,6,0.16514426835053111
qp03p0,0,0,0.021089059230886668
qp03p0,0,6,0.00707861515456645
qp03p0,1,0,0.0196169758881534
qp03p0,1,6,0.02884884498920537
qp03p0,2,6,0.0239109809790141
qp03p0,3,6,0.0342040235888019
qp03p0,4,6,0.05552705358715535
qp03p0,5,6,0.033194090328821625
qp03p0,6,6,0.0429059341870197
qp03p0,7,6,0.031138023500185776
qp03p0,8,6,0.020624825182892235
qp03p0,9,6,0.050599883947631805
qp03p0,10,6,0.0225842945236202
qp03p0,11,6,0.0093528936519464
qp03p0,12,6,0.034653038267127095
qp03p0,13,6,0.035092030068081266
qp03p1,0,0,0.02380335323244795
qp03p1,3,6,0.0463158050686475
qp03p1,4,6,0.040897270138681635
qp03p1,5,6,0.03968452552818335
qp03p1,6,6,0.0099500344543186
qp03p1,8,6,0.029415441087847327
qp03p1,9,6,0.0244465999704666
qp03p1,10,6,0.01517574306141065
qp03p1,11,6,0.01815532687256675
qp03p1,12,6,0.01528960714678565
qp03p1,13,6,0.0116895706142876
qp03p1,14,6,0.0103302127957929
qp03p2,0,0,0.06821668075138246
qp03p2,0,6,0.04076496599396695
qp03p2,1,0,0.10886057323786696
qp03p2,1,6,0.05569182941071948
qp03p2,2,0,0.4998786711826514
qp03p2,2,6,0.28714350201829414
qp03p2,3,6,0.31404300511149785
qp03p2,4,6,0.415632919267065
qp03p2,5,6,0.31288278305246814
qp03p2,6,6,0.31730364188660576
qp03p2,7,6,0.25295475220068536
qp03p2,8,6,0.3122178964947421
qp03p2,9,6,0.2380649129979029
qp03p2,10,6,0.3130934110313295
qp03p2,11,6,0.3161032594326769
qp03p2,12,6,0.34315267557885565
qp03p2,13,6,0.20864270798576115
qp03p2,14,6,0.0656535928043728
qp03p2,23,6,0.0042488281428359
qp03p3,0,0,0.02639410916359965
qp03p3,0,6,0.02171125926881525
qp03p3,1,0,0.08781453710218347
qp03p3,1,6,0.0554605150975197
qp03p3,2,0,0.0345300350956158
qp03p3,2,6,0.09822002562001247
qp03p3,3,6,0.0660852187712974
qp03p3,4,6,0.11880984714463237
qp03p3,5,6,0.08738644403143803
qp03p3,6,6,0.11452600821974887
qp03p3,7,6,0.11758290576562686
qp03p3,8,6,0.1367576793616095
qp03p3,9,6,0.06941677855433137
qp03p3,10,6,0.058389496172259525
qp03p3,11,6,0.08444603710164242
qp03p3,12,6,0.1257631523285924
qp03p3,13,6,0.07420325899840613
qp03p3,14,6,0.022300109501717263
qp03p3,15,6,0.049721715681006556
qp03p3,23,6,0.0376452098755879
qp03p4,1,0,0.0379661767813933
qp03p4,1,6,0.031611584289699166
qp03p4,2,6,0.0237409754279011
qp03p4,3,6,0.0351624057636208
qp03p4,4,6,0.025847324249706375
qp03p4,5,6,0.019348076639140975
qp03p4,6,6,0.022717690857288836
qp03p4,7,6,0.026276347029923302
qp03p4,8,6,0.023062532852202725
qp03p4,9,6,0.023524105571250002
qp03p4,11,6,0.002324580890657
qp03p4,13,6,0.0304011839882222
qp03p5,4,6,0.0128853603048207
qp03p5,7,6,0.000467064440864
qp03p5,8,6,0.02289942060923475
qp03p5,12,6,0.017978831524385848
qp03p6,0,0,0.0381687418541854
qp03p6,0,6,0.033002772441480865
qp03p6,1,0,0.03693213534350422
qp03p6,1,6,0.04144699492332305
qp03p6,2,6,0.039871756144273324
qp03p6,3,6,0.013011724767772967
qp03p6,4,6,0.07377517918002663
qp03p6,5,6,0.10887072180647159
qp03p6,6,6,0.061599389739917826
qp03p6,7,6,0.05429054940385108
qp03p6,8,6,0.06353636646983615
qp03p6,9,6,0.04731741378806903
qp03p6,10,6,0.054754138970318396
qp03p6,11,6,0.037058183433473904
qp03p6,12,6,0.05587763687512257
qp03p6,13,6,0.08584128701278325
qp03p6,23,6,0.0058502280365541
qp03p7,0,0,0.0666097755357522
qp03p7,0,6,0.020383056488766232
qp03p7,1,0,0.08918807596781482
qp03p7,1,6,0.05487276630533422
qp03p7,2,0,0.0386496773899077
qp03p7,2,6,0.07589767207073463
qp03p7,3,6,0.3857425940372713
qp03p7,4,6,0.44015835088164745
qp03p7,5,6,0.46263157893082896
qp03p7,6,6,0.36046443110183535
qp03p7,7,6,0.37392308914017913
qp03p7,8,6,0.30316834475538157
qp03p7,9,6,0.36194913895916986
qp03p7,10,6,0.3394936646560927
qp03p7,11,6,0.479021713632367
qp03p7,12,6,0.38836074819209065
qp03p7,13,6,0.3024601770210805
qp03p7,14,6,0.1678490481081774
qp03p8,0,0,0.0575876671880478
qp03p8,0,6,0.0221499060716481
qp03p8,1,0,0.09797144243589756
qp03p8,1,6,0.09255082226216466
qp03p8,2,0,0.0221359435579878
qp03p8,2,6,0.11478883646208882
qp03p8,3,6,0.06380685606213354
qp03p8,4,6,0.12359351086833466
qp03p8,5,6,0.07038298084349923
qp03p8,6,6,0.15829149745719417
qp03p8,7,6,0.11988226661334733
qp03p8,8,6,0.11732329575125314
qp03p8,9,6,0.0891265538302245
qp03p8,10,6,0.15659620837258406
qp03p8,11,6,0.19423556308206755
qp03p8,12,6,0.14199246685042638
qp03p8,13,6,0.11089828498896875
qp03p8,14,6,0.16241315679296736
qp03p8,15,6,0.07000929861666817
qp03p8,23,6,0.023984332354483
qp03p9,0,6,0.01558816648147865
qp03p9,1,0,0.035945443183075264
qp03p9,1,6,0.0485995354590671
qp03p9,2,0,0.174646659805842
qp03p9,2,6,0.10043134201354743
qp03p9,3,6,0.08203779811884518
qp03p9,4,6,0.1235336219387123
qp03p9,5,6,0.07587779738028237
qp03p9,6,6,0.13760704754363126
qp03p9,7,6,0.07347846416502397
qp03p9,8,6,0.09331715635699916
qp03p9,9,6,0.054415111774118674
qp03p9,10,6,0.10333426994386045
qp03p9,11,6,0.1720130309271202
qp03p9,12,6,0.13122762606758226
qp03p9,13,6,0.10933724197966997
qp03p9,14,6,0.05198045173419174
qp03p9,15,6,0.0284643676996133
qp03pb,0,0,0.0388332079159098
qp03pb,0,6,0.01815114135288535
qp03pb,1,0,0.06710721199766843
qp03pb,1,6,0.033510051248435674
qp03pb,2,0,0.0388391207162123
qp03pb,2,6,0.08822839573215988
qp03pb,3,6,0.17597956294307776
qp03pb,4,6,0.2905912873801146
qp03pb,5,6,0.1611690579890727
qp03pb,6,6,0.31078290451142454
qp03pb,7,6,0.14029488466439508
qp03pb,8,6,0.17542678481567864
qp03pb,9,6,0.17395267516260354
qp03pb,10,6,0.19014555052348597
qp03pb,11,6,0.2524607348045119
qp03pb,12,6,0.16969001138175513
qp03pb,13,6,0.22231752982235756
qp03pb,14,6,0.06162350813044825
qp03pb,15,6,0.0457901472269406
qp03pb,23,6,0.026270784783405568
qp03pc,0,6,0.02608120576108
qp03pc,1,0,0.0266320449391065
qp03pc,2,6,0.040882228823056
qp03pc,3,6,0.045352265904562025
qp03pc,4,6,0.07347170594280847
qp03pc,5,6,0.032733862674152
qp03pc,6,6,0.0467741516373948
qp03pc,7,6,0.0198649687049676
qp03pc,8,6,0.0343955806890231
qp03pc,9,6,0.09779174540733244
qp03pc,10,6,0.13769814232432584
qp03pc,11,6,0.1472019497803723
qp03pc,12,6,0.14477360546758383
qp03pc,13,6,0.11921596865722835
qp03pc,14,6,0.1002377091742486
qp03pc,15,6,0.11608016156525178
qp03pc,16,6,0.029512306360718634
qp03pc,17,6,0.0401323557244593
qp03pd,0,0,0.012156043752090867
qp03pd,1,0,0.07041682548139697
qp03pd,1,6,0.146079685752014
qp03pd,2,0,0.1082453464447927
qp03pd,2,6,0.13940706868923503
qp03pd,3,6,0.2568117035702433
qp03pd,4,6,0.13430623109540274
qp03pd,5,6,0.1460395410298767
qp03pd,6,6,0.2445508301957035
qp03pd,7,6,0.18293362817626657
qp03pd,8,6,0.15203851536765642
qp03pd,9,6,0.14679167401993598
qp03pd,10,6,0.2133161468565366
qp03pd,11,6,0.26214947432003916
qp03pd,12,6,0.23142347415658415
qp03pd,13,6,0.25954354494223003
qp03pd,14,6,0.12969098540088378
qp03pd,15,6,0.10906713178659845
qp03pd,22,6,0.0091485673516627
qp03pd,23,6,0.0427914385447071
qp03pe,0,0,0.0658023228106503
qp03pe,0,6,0.093001957054808
qp03pe,1,0,0.06066648635543364
qp03pe,1,6,0.04170522030689635
qp03pe,2,0,0.053510733438898
qp03pe,2,6,0.08822037197564114
qp03pe,3,6,0.09659938323903793
qp03pe,4,6,0.12768309887334472
qp03pe,5,6,0.11363640287779647
qp03pe,6,6,0.1327100772220704
qp03pe,7,6,0.16291123139376834
qp03pe,8,6,0.09544353091821565
qp03pe,9,6,0.09911269295668672
qp03pe,10,6,0.10764614639161428
qp03pe,11,6,0.17260875254835312
qp03pe,12,6,0.11270448693964333
qp03pe,13,6,0.1545947340099922
qp03pe,14,6,0.09417637063185655
qp03pe,15,6,0.05399232221268707
qp03pe,16,6,0.09395859151455664
qp03pe,17,6,0.04079832156731938
qp03pe,18,6,0.017547100419650564
qp03pe,23,6,0.031227793869281668
qp03pf,0,6,0.0010644082621131
qp03pf,1,0,0.0132018293819171
qp03pf,2,0,0.0061715517278109
qp03pf,2,6,0.03678994215050625
qp03pf,3,6,0.03862287452117084
qp03pf,4,6,0.02866107153342905
qp03pf,5,6,0.061345685715878034
qp03pf,6,6,0.052472974953503046
qp03pf,7,6,0.027157819069719626
qp03pf,8,6,0.08140483042234503
qp03pf,9,6,0.0407195798152759
qp03pf,10,6,0.07110678968183975
qp03pf,11,6,0.13402139859982665
qp03pf,12,6,0.06627046560751963
qp03pf,13,6,0.0086465302233034
qp03pg,1,0,0.02779013560190055
qp03pg,2,6,0.013050207405978651
qp03pg,3,6,0.0056652511161737
qp03pg,4,6,0.0018432660204729
qp03pg,6,6,0.0173639420291164
qp03pg,7,6,0.002072512963893
qp03pg,12,6,0.0066956407306619
qp03pk,0,6,0.0194271966303037
qp03pk,1,0,0.04818824019364423
qp03pk,1,6,0.0217597664843519
qp03pk,2,6,0.030452751118327598
qp03pk,3,6,0.04048582848195364
qp03pk,4,6,0.09852535743570444
qp03pk,5,6,0.09681484686633703
qp03pk,6,6,0.09908277325866595
qp03pk,7,6,0.08545489636584684
qp03pk,8,6,0.05634856442948043
qp03pk,9,6,0.049064954430262576
qp03pk,10,6,0.04797504496788655
qp03pk,11,6,0.07484633119130585
qp03pk,12,6,0.07517467358806583
qp03pk,13,6,0.0690303322396732
qp03pk,14,6,0.032645617970649
qp03pm,0,0,0.0123261931989463
qp03pm,1,6,0.012040035591701
qp03pm,3,6,0.0112877138106388
qp03pm,4,6,0.0138538834543421
qp03pm,5,6,0.0107719797388695
qp03pm,6,6,0.0221256851486917
qp03pm,7,6,0.0004322383830301
qp03pm,8,6,0.0187913671064166
qp03pm,9,6,0.000346134173414
qp03pm,10,6,0.0009204874117122
qp03pm,11,6,0.0031448098484275
qp03pm,12,6,0.0148626249412167
qp03pm,22,6,0.0086641646039197
qp03pn,0,0,0.02756912191265335
qp03pn,0,6,0.005719684956283267
qp03pn,1,0,0.030520108747750824
qp03pn,1,6,0.0082928622771603
qp03pn,2,0,0.0661620381414997
qp03pn,2,6,0.0125364304226269
qp03pn,3,6,0.0076414076235837
qp03pn,4,6,0.018349969275444227
qp03pn,5,6,0.01156167111534075
qp03pn,6,6,0.013376121651531568
qp03pn,7,6,0.0048623379481407
qp03pn,8,6,0.024848814764602396
qp03pn,9,6,0.0218366898021384
qp03pn,10,6,0.01361754620472625
qp03pn,11,6,0.010068834872275266
qp03pn,12,6,0.0059981736909136
qp03pn,13,6,0.00419584593224525
qp03pn,14,6,0.011915969449577166
qp03pn,15,6,0.01307644659466375
qp03pn,21,6,0.003116073490675875
qp03pn,22,6,0.01287890360234275
qp03pn,23,6,0.01578783808363085
qp03pp,0,0,0.16743461425061207
qp03pp,0,6,0.04797464340754585
qp03pp,1,0,0.21118112685012425
qp03pp,1,6,0.051701037518637125
qp03pp,2,0,0.1711742441382065
qp03pp,2,6,0.05076686281554092
qp03pp,3,6,0.057953808941055375
qp03pp,4,6,0.11280855402545605
qp03pp,5,6,0.09905365661234636
qp03pp,6,6,0.09587927651951975
qp03pp,7,6,0.0881036298206658
qp03pp,8,6,0.09698790106538427
qp03pp,9,6,0.10935140731722033
qp03pp,10,6,0.12683400746914208
qp03pp,11,6,0.12785428613588487
qp03pp,12,6,0.11902637953661142
qp03pp,13,6,0.13947003701628205
qp03pp,14,6,0.15537682954508442
qp03pp,15,6,0.08876597285774457
qp03pp,16,6,0.06972921934261245
qp03pp,17,6,0.01579140796802915
qp03pp,18,6,0.018670627337090902
qp03pp,19,6,0.019042674217383974
qp03pp,20,6,0.018044741654432376
qp03pp,21,6,0.021054429836002503
qp03pp,22,6,0.06249300312319502
qp03pp,23,6,0.1751650026819242
qp03pq,0,0,0.07189611947887675
qp03pq,0,6,0.01796118240277085
qp03pq,1,0,0.0537251129670127
qp03pq,1,6,0.0243726287482948
qp03pq,2,0,0.0900757773538811
qp03pq,2,6,0.028186979089112826
qp03pq,3,6,0.030561743141865452
qp03pq,4,6,0.018950455232129775
qp03pq,5,6,0.03342435372887807
qp03pq,6,6,0.04461658318655852
qp03pq,7,6,0.0396681896667088
qp03pq,8,6,0.029843990354196125
qp03pq,9,6,0.02019960733737695
qp03pq,10,6,0.02476310756257585
qp03pq,11,6,0.018597532296637426
qp03pq,12,6,0.024523774646181225
qp03pq,13,6,0.05737468604842215
qp03pq,14,6,0.03529499923163617
qp03pq,15,6,0.024328714693177753
qp03pq,16,6,0.004197372271046567
qp03pq,17,6,0.0021463181751911
qp03pq,18,6,0.0007185319639339
qp03pq,20,6,0.0003882952283066
qp03pq,21,6,0.0135180340761884
qp03pq,22,6,0.0291502491175237
qp03pq,23,6,0.0502001982784756
qp03pr,0,0,0.1416633951848208
qp03pr,0,6,0.057283053593573725
qp03pr,1,0,0.16030778829271305
qp03pr,1,6,0.06260051762404464
qp03pr,2,0,0.1977106557364824
qp03pr,2,6,0.09321909292595337
qp03pr,3,6,0.08467056835434067
qp03pr,4,6,0.12582920411280024
qp03pr,5,6,0.13356042960162295
qp03pr,6,6,0.11624761653650866
qp03pr,7,6,0.1206757954093554
qp03pr,8,6,0.10943076681854082
qp03pr,9,6,0.1242314652277815
qp03pr,10,6,0.1450739043703268
qp03pr,11,6,0.12849482094587916
qp03pr,12,6,0.12817673066830682
qp03pr,13,6,0.0966191060475043
qp03pr,14,6,0.1013503774662249
qp03pr,15,6,0.07005064550510885
qp03pr,16,6,0.04215856798035485
qp03pr,17,6,0.048776198618862704
qp03pr,18,6,0.0532584506017519
qp03pr,19,6,0.024356034564977026
qp03pr,20,6,0.04780347129038652
qp03pr,21,6,0.06378847955151318
qp03pr,22,6,0.09676061651154436
qp03pr,23,6,0.10442958363085122
qp03ps,0,0,0.0523186429537397
qp03ps,0,6,0.016962475751253366
qp03ps,1,0,0.06432849311996647
qp03ps,1,6,0.07388173466450419
qp03ps,2,0,0.0747929075979658
qp03ps,2,6,0.1066129460067181
qp03ps,3,6,0.07418564954829016
qp03ps,4,6,0.036674914666845825
qp03ps,5,6,0.08100368873023997
qp03ps,6,6,0.04542293540220745
qp03ps,7,6,0.10183352846057447
qp03ps,8,6,0.07681854102642863
qp03ps,9,6,0.0456649287783069
qp03ps,10,6,0.08330091891265926
qp03ps,11,6,0.10133906679730945
qp03ps,12,6,0.08777660514977002
qp03ps,13,6,0.05775166993513432
qp03ps,14,6,0.038961789712002204
qp03ps,15,6,0.025319233009313467
qp03ps,16,6,0.0519296060759615
qp03ps,17,6,0.053184844274704574
qp03ps,18,6,0.0218928028252671
qp03ps,23,6,0.0028316550963964
qp03pt,0,0,0.0152312711432404
qp03pt,0,6,0.0026582602826624
qp03pt,1,0,0.022134727398958567
qp03pt,2,0,0.011299181170006
qp03pt,2,6,0.009581552840995369
qp03pt,3,6,0.04254835823403942
qp03pt,4,6,0.04014983736130593
qp03pt,5,6,0.0088222068109161
qp03pt,6,6,0.09466555954524328
qp03pt,7,6,0.0455123700458635
qp03pt,8,6,0.05662518357108892
qp03pt,9,6,0.0347205622006617
qp03pt,10,6,0.07571258392689201
qp03pt,11,6,0.11146937757188244
qp03pt,12,6,0.1010553771365548
qp03pt,13,6,0.13309864558345313
qp03pt,14,6,0.0235980997077661
qp03pt,16,6,0.005680503389489
qp03pt,18,6,0.0272528321911556
qp03pt,23,6,0.02899354028040545
qp03pu,6,6,0.0255949189323832
qp03pu,7,6,0.0004251866387015
qp03pu,8,6,0.0118840230301351
qp03pv,0,0,0.025457763586615598
qp03pv,0,6,0.0113164261834855
qp03pv,1,0,0.031768592247506826
qp03pv,1,6,0.05227189682501097
qp03pv,2,0,0.0048009843917684
qp03pv,2,6,0.003187332597543
qp03pv,3,6,0.01817137837626765
qp03pv,4,6,0.04351353263314357
qp03pv,5,6,0.0647455473575785
qp03pv,6,6,0.061726585091165076
qp03pv,7,6,0.08205541133125085
qp03pv,8,6,0.06723295989812542
qp03pv,9,6,0.020388684177058674
qp03pv,10,6,0.0507776551519139
qp03pv,11,6,0.056520435299713304
qp03pv,12,6,0.0101087950334785
qp03pv,13,6,0.02599502521414755
qp03pv,14,6,0.0040860557885651
qp03pv,16,6,0.0166808629507504
qp03pv,17,6,0.0181362952837107
qp03pv,22,6,0.013593424919479
qp03pw,0,0,0.04443301796859017
qp03pw,0,6,0.012513261979572234
qp03pw,1,0,0.05783812773582067
qp03pw,1,6,0.024740158960305875
qp03pw,2,0,0.0452308461712749
qp03pw,2,6,0.019601170201388175
qp03pw,3,6,0.020513660743764
qp03pw,4,6,0.0197905581253709
qp03pw,5,6,0.026003126861606725
qp03pw,6,6,0.028270474024422825
qp03pw,7,6,0.02610487271411775
qp03pw,8,6,0.01510284927554945
qp03pw,9,6,0.01758763271213875
qp03pw,10,6,0.0327158901108485
qp03pw,11,6,0.020318843766715874
qp03pw,12,6,0.0214594898849441
qp03pw,13,6,0.027421672080139826
qp03pw,14,6,0.0319678544793968
qp03pw,15,6,0.014523489338188799
qp03pw,16,6,0.0050603690047608995
qp03pw,19,6,0.00345210931034325
qp03pw,21,6,0.0168904979777087
qp03pw,22,6,0.0357033215765728
qp03pw,23,6,0.017385966155421855
qp03px,0,0,0.08431783814982168
qp03px,0,6,0.04621299897119047
qp03px,1,0,0.09094518469168004
qp03px,1,6,0.05222531376111957
qp03px,2,0,0.0466324839474936
qp03px,2,6,0.057202485920868205
qp03px,3,6,0.055662610684995575
qp03px,4,6,0.05464343751757325
qp03px,5,6,0.055671851029254926
qp03px,6,6,0.0666328486308782
qp03px,7,6,0.0645446528988925
qp03px,8,6,0.05318567145235442
qp03px,9,6,0.061983821425487404
qp03px,10,6,0.062423492654954
qp03px,11,6,0.03730100124899665
qp03px,12,6,0.05157763147283492
qp03px,13,6,0.04959680535867995
qp03px,14,6,0.0299136401329164
qp03px,15,6,0.0247369784555483
qp03px,16,6,0.017337323824782775
qp03px,18,6,0.0023985684769134
qp03px,19,6,0.010282766718534333
qp03px,20,6,0.00952573359257515
qp03px,21,6,0.0459808830366343
qp03px,22,6,0.0572836218882444
qp03px,23,6,0.07550804380341927
qp03py,0,0,0.00973489714743315
qp03py,0,6,0.011893688972436076
qp03py,1,0,0.01541503153458815
qp03py,1,6,0.0067614869382777
qp03py,2,0,0.0280129755670099
qp03py,2,6,0.0134707519905147
qp03py,3,6,0.008540886336649475
qp03py,4,6,0.026299004599527928
qp03py,5,6,0.036849958852840224
qp03py,6,6,0.0093536960292573
qp03py,7,6,0.019471927702113777
qp03py,8,6,0.013563097571469524
qp03py,9,6,0.03438293975723153
qp03py,10,6,0.026640580743492775
qp03py,11,6,0.013174543760356925
qp03py,12,6,0.0124211310441048
qp03py,13,6,0.02731007084061175
qp03py,14,6,0.016031474395800327
qp03py,15,6,0.011801313463784125
qp03py,16,6,0.003120626963611066
qp03py,19,6,0.0035444306028546
qp03py,21,6,0.0012401668876923333
qp03py,22,6,0.01634269689484595
qp03py,23,6,0.017684835655105174
qp03pz,0,0,0.0798091238521256
qp03pz,0,6,0.01925831815829575
qp03pz,1,0,0.051540531101225
qp03pz,1,6,0.0124300735167559
qp03pz,2,0,0.040752486388169
qp03pz,2,6,0.03532767626793385
qp03pz,3,6,0.0281193917217179
qp03pz,4,6,0.01432089090858265
qp03pz,5,6,0.0422070130057891
qp03pz,6,6,0.043324217823049224
qp03pz,7,6,0.05645868657761662
qp03pz,8,6,0.045376796169854
qp03pz,9,6,0.031095215849603026
qp03pz,10,6,0.0229604000963089
qp03pz,11,6,0.04039333305763093
qp03pz,12,6,0.029451078614706097
qp03pz,13,6,0.0326651239605681
qp03pz,14,6,0.029059248867348824
qp03pz,15,6,0.016769399236236375
qp03pz,16,6,0.007960272526042
qp03pz,17,6,0.00382434673714355
qp03pz,18,6,0.0013476049257774
qp03pz,19,6,0.0021746183228053
qp03pz,20,6,0.0003840734546961
qp03pz,21,6,0.022151593850471975
qp03pz,22,6,0.0517221515359237
qp03pz,23,6,0.06686819676862023
qp03q0,0,0,0.0294032937562256
qp03q0,0,6,0.0216712175698175
qp03q0,1,0,0.03406298114602298
qp03q0,1,6,0.0235819842844305
qp03q0,2,0,0.015557244689173
qp03q0,2,6,0.04411879196764532
qp03q0,3,6,0.06008809333009803
qp03q0,4,6,0.04871753357428342
qp03q0,5,6,0.052681467409964676
qp03q0,6,6,0.05263465030571105
qp03q0,7,6,0.0471256190933721
qp03q0,8,6,0.06749900346399818
qp03q0,9,6,0.08918710905642435
qp03q0,10,6,0.04821660955536165
qp03q0,11,6,0.033555406784485674
qp03q0,12,6,0.0348441278604823
qp03q0,13,6,0.025925886693907874
qp03q0,14,6,0.026633129114043023
qp03q0,15,6,0.010914206606503949
qp03q0,16,6,0.002262773587623
qp03q0,20,6,0.00204663137537165
qp03q0,21,6,0.031231848154724053
qp03q0,22,6,0.031868465765017125
qp03q0,23,6,0.0441278660792403
qp03q1,0,0,0.06353027731357319
qp03q1,0,6,0.0120279308117701
qp03q1,1,0,0.055506999467181226
qp03q1,1,6,0.038392643793790475
qp03q1,2,0,0.0660899070565239
qp03q1,2,6,0.0371387549928073
qp03q1,3,6,0.03434797791046115
qp03q1,4,6,0.047667530941685576
qp03q1,5,6,0.05243528682435268
qp03q1,6,6,0.06024426473498318
qp03q1,7,6,0.06350241523690135
qp03q1,8,6,0.07262766148508908
qp03q1,9,6,0.0616079839641836
qp03q1,10,6,0.06639570344969423
qp03q1,11,6,0.09380459100467863
qp03q1,12,6,0.06740591067618208
qp03q1,13,6,0.051588062436859344
qp03q1,14,6,0.0411913951197534
qp03q1,15,6,0.02184728052353985
qp03q1,16,6,0.0111590502225627
qp03q1,17,6,0.010380673728805
qp03q1,20,6,0.004967171253241
qp03q1,21,6,0.03894631732047123
qp03q1,22,6,0.05785684474490327
qp03q1,23,6,0.06123409231109023
qp03q2,0,0,0.12104359464390818
qp03q2,0,6,0.031014738189365225
qp03q2,1,0,0.09557030063439308
qp03q2,1,6,0.04333719609281625
qp03q2,2,0,0.0930805628471931
qp03q2,2,6,0.045527323687362474
qp03q2,3,6,0.045922065969411674
qp03q2,4,6,0.050559835228454024
qp03q2,5,6,0.052504306386509325
qp03q2,6,6,0.04660537984867125
qp03q2,7,6,0.042150842487287475
qp03q2,8,6,0.06470641509493255
qp03q2,9,6,0.07407552494598671
qp03q2,10,6,0.08413170744251484
qp03q2,11,6,0.07149864124473075
qp03q2,12,6,0.06807214824675958
qp03q2,13,6,0.0694650693784891
qp03q2,14,6,0.07739530434485238
qp03q2,15,6,0.0671901192144987
qp03q2,16,6,0.033390798254418
qp03q2,17,6,0.03117550536461005
qp03q2,18,6,0.0229960121273182
qp03q2,19,6,0.0109474272842961
qp03q2,20,6,0.005755272175496404
qp03q2,21,6,0.05963094381140905
qp03q2,22,6,0.10222031448278837
qp03q2,23,6,0.13213484578547466
qp03q3,0,0,0.09262440022207188
qp03q3,0,6,0.0399612728655498
qp03q3,1,0,0.09565277649420308
qp03q3,1,6,0.04731930423748685
qp03q3,2,0,0.0815960330118827
qp03q3,2,6,0.0628638385873673
qp03q3,3,6,0.07048315258891645
qp03q3,4,6,0.07881754280121257
qp03q3,5,6,0.08328938417769848
qp03q3,6,6,0.06390164649868345
qp03q3,7,6,0.0440472750513378
qp03q3,8,6,0.0769576567681889
qp03q3,9,6,0.08579905643652255
qp03q3,10,6,0.0841627706718681
qp03q3,11,6,0.05044692213354617
qp03q3,12,6,0.05507405852030375
qp03q3,13,6,0.0644778356238658
qp03q3,14,6,0.03588033401484375
qp03q3,15,6,0.011981529769122149
qp03q3,16,6,0.0092377930224907
qp03q3,17,6,0.0088275399455284
qp03q3,18,6,0.013235732060089501
qp03q3,19,6,0.00695762046917035
qp03q3,20,6,0.02087689352788855
qp03q3,21,6,0.03323409617994525
qp03q3,22,6,0.09887988222901638
qp03q3,23,6,0.1246121083341462
qp03q4,0,0,0.0241610724879947
qp03q4,0,6,0.0041338071869823
qp03q4,1,0,0.03583552006145638
qp03q4,1,6,0.0170851983509141
qp03q4,2,0,0.0207132165419816
qp03q4,2,6,0.026250579781160424
qp03q4,3,6,0.03796637647947252
qp03q4,4,6,0.054153118704288225
qp03q4,5,6,0.0825175834514756
qp03q4,6,6,0.09550227391986645
qp03q4,7,6,0.13136813151999888
qp03q4,8,6,0.14936471199680607
qp03q4,9,6,0.17094412449754898
qp03q4,10,6,0.1551972698861348
qp03q4,11,6,0.21338915081413007
qp03q4,12,6,0.2154890257940461
qp03q4,13,6,0.2726328775482953
qp03q4,14,6,0.08934336054010575
qp03q4,15,6,0.043556556329166024
qp03q4,16,6,0.0042028587276871
qp03q4,17,6,0.0052278417161019
qp03q4,21,6,0.026757949392077998
qp03q4,22,6,0.021167921412248047
qp03q4,23,6,0.0173107715199562
qp03q5,0,0,0.0915386010428437
qp03q5,0,6,0.016708687614801526
qp03q5,1,0,0.051175438452858046
qp03q5,1,6,0.03597803860199406
qp03q5,2,0,0.0561535652959409
qp03q5,2,6,0.0460515156335732
qp03q5,3,6,0.04115007849587107
qp03q5,4,6,0.06211220467947165
qp03q5,5,6,0.05060280274435465
qp03q5,6,6,0.04649432194278965
qp03q5,7,6,0.0641383318452278
qp03q5,8,6,0.05482115299517833
qp03q5,9,6,0.06637105908523536
qp03q5,10,6,0.06357227633969317
qp03q5,11,6,0.04979792306729003
qp03q5,12,6,0.054755739675023375
qp03q5,13,6,0.0746087471646102
qp03q5,14,6,0.054077415747759
qp03q5,15,6,0.02415759325768885
qp03q5,16,6,0.01276519274180695
qp03q5,19,6,0.0154653251866489
qp03q5,20,6,0.0087040417113785
qp03q5,21,6,0.053029492576290055
qp03q5,22,6,0.09772644699335845
qp03q5,23,6,0.0963533226041237
qp03q6,0,0,0.09080658478629478
qp03q6,0,6,0.037770991315584326
qp03q6,1,0,0.08932589144643395
qp03q6,1,6,0.04506320187843853
qp03q6,2,0,0.0593939321328531
qp03q6,2,6,0.05586802488139582
qp03q6,3,6,0.05831310628453075
qp03q6,4,6,0.044685760072244576
qp03q6,5,6,0.072140007728157
qp03q6,6,6,0.0655624697088705
qp03q6,7,6,0.04859038536496675
qp03q6,8,6,0.0593577740143658
qp03q6,9,6,0.05673516386503938
qp03q6,10,6,0.04627299625805273
qp03q6,11,6,0.04955897932343095
qp03q6,12,6,0.0323968127840423
qp03q6,13,6,0.06295407327889242
qp03q6,14,6,0.02651181345893105
qp03q6,15,6,0.01457809712050105
qp03q6,16,6,0.0142331360964716
qp03q6,17,6,0.00822057824065545
qp03q6,18,6,0.0090756529886683
qp03q6,20,6,0.0133597641761424
qp03q6,21,6,0.0479062772901184
qp03q6,22,6,0.07145098567623578
qp03q6,23,6,0.0677640504985093
qp03q7,0,0,0.049741162370086675
qp03q7,0,6,0.010233816035653666
